,userName,splitName,comment,n_recommend,n_reply,nyt_select,recommendflag,url,ttlCommentNum,gender,time,time_order,tech,Name,gender_
23,Ed,Ed,"Headline reads..""Oil company shares follow crude’s plunge.""

Now  why did i think the plunge was about Trump?....but i digress....

Or did I?

Wait a minute  S&P 500. Hold your horses  Dow Jones Industrial Average. Listen up  Nasdaq:

Trump has spoken:

7/21/16: “I am your voice. I alone can fix it.”

11/7/17: ""Stock market hit yet another all-time record high yesterday. There is great confidence in the moves that my Administration is making”

2/24/20: the ""stock market is starting to look very good to me""

2/26/20: “I really think the stock market is something I know a lot about”

As Trump noted  he  and he alone  is the expert on everything  and as he states  the market is looking very good to Trump.  

Thus  all Trump followers  put your money where his mouth is.

Bet your houses  401k's  and money market funds on the market  now. And  trust in your leader  Trump  who knows all things  especially how the markets will do in relation to this pandemic.",50,2,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,0.0,2020-03-09 08:37:45,24,True,ed,0.0
24,Raydeohed,Raydeohed,Not to worry  I am sure Trump will golf this all away.,34,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 08:39:05,25,True,raydeohed,2.0
25,Kevin,Kevin,"And Trump tweets a photo of himself playing a violin with the caption ""My next piece is called 'nothing can stop what's coming."" This is inspired leadership when we are truly on the precipice of an international economic catastrophe.

I wonder if invoking the 25th Amendment would calm the markets or send them plunging even deeper. It's actually a very important question every Cabinet member should consider.",34,4,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,0.0,2020-03-09 08:39:32,26,True,kevin,0.0
26,KC,KC,"If one could imagine the giant gears that have taken years/decades to begin to mesh perfectly ie. NAFTA along with other trading pacts worldwide that began to fulfill the dreams of actually lifting ""all boats.""
donald began to drain the oil from the gearbox and started chipping away at the gears but he couldn't stop them from turning.
Now  imagine an entire world wide economic concept that took decades to bring forward and perfect coming to  in the minds of the public  a complete halt in a little over a month?
All this into a market that had overstretched all prior ""overbought"" indicators in a purely speculative devise that sits close to the top of the ""risk pyramid.""
And reality sits in on an administration that deals in everything that's not real.   What could possibly go wrong?",24,2,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 08:42:02,27,True,kc,2.0
27,Paul,Paul,It appears that Trump's hero  Putin  and Jared's close friend  MBS  have conspired to destroy the American shale oil market.,34,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,0.0,2020-03-09 08:42:14,28,True,paul,0.0
28,karen,karen,"I keep hearing my deceased husband's voice saying ""Beware the Ides of March.""  I got to get off these jelly beans.",23,1,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 08:43:57,29,True,karen,1.0
29,Eleanor,Eleanor,I think we can basically assume that every public statement to come out of federal and maybe even most state officials are not for the consumption of the general public  their health or well-being  but rather to appease the market. Just pretend that you are not an average citizen but a multi-billion dollar investor and all of the words out of Trump's mouth will suddenly make a ton of sense.,25,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,1.0,2020-03-09 08:46:03,30,True,eleanor,1.0
30,AMinNC,AMinNC,And with annual deficits already skyrocketing to never-before-seen levels because of the GOP tax giveaway to the wealthiest of the wealthy and multinational corporations; plus Trump's FED already keeping interest rates low  low  low  Trump and the GOP have put us in a very weak position from which to respond to this crisis.  They used up all of the potential help just trying to goose Dear Leader's numbers (and  as they admitted themselves when they didn't realize tape was running  to reward their donors). Now when we have a real crisis  Trump's incompetence and the GOP unwillingness to put America above their own partisan interests comes back to hurt us. Again.  Vote for the Democrat  at every level  in every election. Make America Competent again.,170,2,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 08:48:54,31,True,aminnc,2.0
31,Steven,Steven,Trump's tweet with the violin dismissing the outbreak is peak  2020 Nero.,113,1,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,0.0,2020-03-09 08:50:27,32,True,steven,0.0
32,John Graybeard,John,I think it is inaccurate to compare the current economic situation to the Titanic. It is more like the Hindenburg. And it is truly ironic that Trump's good friends Putin and MBS are the cause of the oil price collapse.,54,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,0.0,2020-03-09 08:57:04,33,True,john,0.0
33,Yuri Vizitei,Yuri,"The markets finally woke up to something most regular citizens have known for a while- we have an unfit leader and leadership at the helm. 

Crisis come and go under any presidency. It's how react to them that ultimately manages the real impact.  

In 2016  when the country elected a bankrupt reality TV host  the markets shrugged it off in anticipation of tax cuts  nebulous trade deals  and aspirational deregulation. 

It failed to price in the risk of a crisis. 

While a lot of the market turmoil is due to the virus and oil issues  the re-pricing of risk is now also under way. American leadership - present in the past is obviously missing. Worst yet  communications and measures which do appear are harmful and create an impression of chaos. 

Markets are not ""all knowing"" or ""rational"". Over the last 4 years we have seen the worst risk assessment by markets in history. The re-evaluation of risk is now in full effect.",41,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,0.0,2020-03-09 09:00:52,34,True,yuri,0.0
34,somebody,somebody,I think it is obvious. Markets are falling. Oil is collapsing. Gold is soring. Credit is freezing. Layoffs are surely coming. Bankruptcies and Foreclosures are then inevitable. All we need is a good name for it. Virusgeddon? Coronacession? Trumpruptcy?,26,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 09:05:28,35,True,somebody,2.0
35,r mackinnon,r,"This epidemic is the only catastrophe of Donald’s  first term that is not of how own making
Ge can’t bully it away.
He can’t lie it away.
He can’t blame it on  exhausted  impoverished refugees.
Alternative science will fool nobody beyond the most profoundly ignorant. 
He could  of course  just delegate it Jarvanka.
And fly off the play golf
Again.",45,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 09:05:28,36,True,r,2.0
36,Keith Dow,Keith,The Stable Genius as promised  is giving us more successes than we can handle. I am surprised he isn't giving a Trump Rally everyday  and killing off thousands of his followers  due to the resulting exposure to the Coronavirus.,41,2,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,0.0,2020-03-09 09:06:47,37,True,keith,0.0
37,BWCA,BWCA,When in the midst of the coronavirus crisis and a market plunge the President plays golf and the First Lady cares about construction of a tennis court in the White House  I get reminded of Marie Antoinette’s famous quote when told the people had no bread: let them eat cake.,585,6,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 09:06:47,38,True,bwca,2.0
38,Yuri Vizitei,Yuri,"This is a kind of a crash course on finance fort the masses. 

Americans are learning first hand what it felt like to be a stockholder  debt holder  and employee of a Trump Casino. 

the rise based on lies  false figures  and marketing froth and subsequent fall based on harsh reality.",141,3,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,0.0,2020-03-09 09:09:03,39,True,yuri,0.0
39,Craig Mason,Craig,"America has needed a 12 trillion dollar infrastructure investment fiscal stimulus since 2008  with reforms so that the money is spent as wages going to people with the marginal propensity to consume (normal folks).  Instead  we have had massive monetary stimulus inflating asset prices and provide stimulus for the real (not merely monetary) economy along the way.

In short  we have had massive inflationary support of asset prices by printing money for the rich  but little actual fiscal (or monetary) stimulus of the sort that we would have normal price-inflationary pressures of expanding output as anti-inflationary (innovation lowering prices) competed with high consumer -- wage and income-based -- demand (tending to raise prices).  Because we have not had consumer-price inflation  apparently people lost their marbles and thought massive monetary stimulus was not inflationary.  The long ""bull run"" in the stock market is the natural result of printing money for the rich.  (More money needs to be printed for working folks.)

We need a fiscal policy that re-directs money into the pockets of the average consumer with a high marginal propensity to consume (a) to ease the pain that brought us Bernie and Trump and (b) to restore some normal and healthy inflationary pressure to prices.

NOTE TO DOLTS IN POWER:  Please do not mistake price increases due to temporary shortages because of disease disrupting China-linked supply lines with actual consumer price-inflation.",28,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,0.0,2020-03-09 09:12:19,40,True,craig,0.0
40,Ted,Ted,It took Bush 8 years to tank the stock market. Trump managed to do it in 3! Heck of a job  Donnie!,695,9,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,0.0,2020-03-09 09:14:02,41,True,ted,1.0
41,VIETNAM VET,VIETNAM,The stock market is about (1) confidence (2) the future.  (3) and the assumption of trust in the competence of the state.  Well  obviously there is no confidence in the future and no trust about competence at the top.  A perfect storm.  Time for a change.,96,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 09:21:04,42,True,vietnam,2.0
42,Van,Van,Trump will probably roll out another tax cut for the wealthy while this virus is ravaging the country.,28,1,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,0.0,2020-03-09 09:26:07,43,True,van,1.0
43,somebody,somebody,I'm calling it: The Pandemic Recession. Or  PanCession for short.,26,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 09:26:51,44,True,somebody,2.0
44,Kevin,Kevin,One thing I know for certain. This week we are going to find out the true cost of ignorance for having elected Trump. Get ready for sticker shock.,243,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,0.0,2020-03-09 09:27:33,45,True,kevin,0.0
45,Wayne,Wayne,Rather than dealing with the coronavirus  the horse which he let out of the barn  Trump and company is no doubt busying himself in a vain attempt to figure out a way to blame the tumbling stock market on Obama.,30,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,0.0,2020-03-09 09:27:56,46,True,wayne,0.0
46,HL,HL,The answer to this crisis is calm  competent leadership.  President Obama  Ben Bernanke and Timothy Geithner.,43,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 09:29:04,47,True,hl,2.0
47,Bella,Bella,"For the last year  I kept asking myself why the markets continue to skyrocket.  I think we are now seeing the result of a market that was based on euphoria.  Corona virus is the reason for this particular downturn. 
This movie is as old as the stock market itself.  The market is fickle  but that's just how it works.  Don't put all your eggs in one basket  live responsibly and be happy with what you have.  When it comes down to it  if you have your health then you are wealthy.",34,1,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,1.0,2020-03-09 09:30:11,48,True,bella,1.0
48,Paul Kent,Paul,The Dems will have to fix the GOP mess again.  This is the same old story.  Of course  the American people will hate the Dems for the medicine that will have to be administered.  The GOP will become the party of no  fear  hate  and no new spending again.  GOP as left us with even fewer tools to fix their mess.  How is that big tax break for corporations working for you.,332,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,0.0,2020-03-09 09:31:24,49,True,paul,0.0
49,Opinioned!,Opinioned,"Remember  today is just Monday.

This means that in 4 days  Trump will be golfing again at taxpayer’s expense complete with a full security detail charging at 8 times the normal rate as reported by CNN.

Keep ‘Merica Great — fleece it dry!",501,1,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 09:34:00,50,True,opinioned,2.0
50,Mac,Mac,Trump mainly cares about 2 numbers these days  Corona deaths and the stock market. He thought the weird combination of bombast while putting his head in the sand would somehow make those numbers turn out OK.,30,1,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,0.0,2020-03-09 09:34:02,51,True,mac,0.0
51,OneSmallVoice,OneSmallVoice,I'm not a religious person  but if ever there was a time for divine intervention it is happening now.  The confluence of events will hopefully help remove the Trump administration from office.,81,10,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 09:37:26,52,True,onesmallvoice,2.0
52,Monsp,Monsp,Well if the economy crashes again the first thing I'm not paying anymore are these ridiculously high interest  credit card style compound interest  US federal gov student loans.,36,2,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 09:37:54,53,True,monsp,2.0
53,tony,tony,"All of this big concern about the rich investor capitalist class.  Do ANYTHING to buttress up the markets.   Lower interest rates   think about the Fed buying securities.   

But nothing at all about the hourly wage workers who get no paid sick leave   no medical insurance at all   who will get docked if they get sick and are quarantined?   

Bernie and the left are right.  We need to fundamentally redress the moloch of capitalism.",257,4,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 09:41:03,54,True,tony,1.0
54,Budley,Budley,As shameless as trump is  how long before he blames this on Hillary and the Democrats and cancels the upcoming elections indefinitely as ‘too dangerous to hold’.,61,5,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 09:43:44,55,True,budley,2.0
55,VMG,VMG,The financial markets are reacting to a number of different factors  but it's not due to the lack of cash. If industries cannot produce products because their supply chain has stopped shipping parts and products sales will be down. People are afraid to fly  book cruises and go to public events with large crowds. This is all understandable. There is only one way to mitigate this financial crisis and that is to get a handle and finally get ahead of this corona virus. Test kits in the US must get out this week in significant volume to test the required number of people. Trump needs to stop lying and forcing his administration to hold back negative facts as the point of calming the population is long past. Results are the only way now to calm the public. Trump and the enabling Republicans own this and it's time to do their job and force Trump and his administration to tell the truth and react accordingly.,60,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 09:48:09,56,True,vmg,2.0
56,Marianne,Marianne,...Would it be nice to have a budget surplus on hand now rather than debt and tax cuts for the rich?,282,3,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,1.0,2020-03-09 09:48:32,57,True,marianne,1.0
57,Nick,Nick,If you think this is bad  just wait until foreign investors stop buying our debt. We cannot keep adding $1 Trillion to our national debt every year without negative consequences.,55,1,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,0.0,2020-03-09 09:48:55,58,True,nick,0.0
58,Moehoward,Moehoward,"Oh sure:  As your on-paper ""wealth"" has the proverbial rug pulled out from under the pyramid scheme upon which it rests  pull the plug on ALL trading in order to attempt a further correction.

That's going to help about as much as the fed cutting rates last week  which lasted about 2.5 hours before everything continued to decline.",22,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 09:50:39,59,True,moehoward,2.0
59,Opinioned!,Opinioned,"As the most intelligent and most handsome human to ever walk in this earth  Trump has addressed the COVID-19 virus by:

• calling it a hoax
• blaming Obama

Today as the market heads south and passes the recession numbers  Trump can easily remedy this by:

• bringing out the Sharpie.

Keep ‘Merica Great — onward with the lies!",130,2,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 09:51:49,60,True,opinioned,2.0
60,Donna M Nieckula,Donna,"And through the market turmoil  the world continues to have many multi-millionaires and multi-billionaires; these “multis” are just in a frenzy looking for a safe haven to hide their wealth.

I often think that the DOW  NASDAC  and S&P 500 could lose half their points and still not reflect what the economy is like for the majority of people in the USA and world.",23,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,1.0,2020-03-09 09:51:50,61,True,donna,1.0
61,Paul,Paul,"The end is near  repent all ye Trump voters and Hillary enablers of him  repent.

It's gonna be a double whammy  the virus and then the crash of the ""good economy"" based on a house of cards  an insane trade war and record consumer  corporate  student and national debt.

The only issue with the latter is when and how bad.",29,4,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,0.0,2020-03-09 09:51:50,62,True,paul,0.0
62,OnKilter,OnKilter,"Former White House ethics director Walter Shaub argued the lack of information was likely due to incompetence.

“There’s no useful information coming out of our government on the coronavirus because the government has no information to share. The government has no information to share because it isn’t testing people. It isn’t testing people because they haven’t distributed tests. They haven’t distributed tests because they bungled them ” he tweeted. “They bungled the tests because there’s no competent management. There’s no competent management because Trump chose appointees based on loyalty. He used this criterion because he’s corrupt. Also because he’s incompetent.”

From Alternet article

<a href=""https://www.alternet.org/2020/03/experts-accuse-cdc-of-withholding-crucial-information-about-the-coronavirus-from-doctors"" target=""_blank"">https://www.alternet.org/2020/03/experts-accuse-cdc-of-withholding-crucial-information-about-the-coronavirus-from-doctors</a>/",344,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 09:51:52,63,True,onkilter,2.0
63,Displaced yankee,Displaced,The stock market is a confidence game. No one with any credibility has confidence in Trump. None. Zero. The last crash was triggered by rising interest rates and $5 gallon gas. We are now seeing the impossible to imagine scenario of low interest rates and low gas prices not causing a boom because Trump can't be trusted to manage a pandemic.,27,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 09:58:56,64,True,displaced,2.0
64,edofpotomac2,edofpotomac,If all those capitalist  power-of-the-free-market zealots really believe what they're always preaching  why do they suspend trading when the going gets rough?,26,1,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 09:59:07,65,True,edofpotomac,2.0
65,rixax,rixax,"Somebody is making money off of all this. 
I moved to Canada in the 80s to follow my love and found work. 
The regulations on banks and the health care system have saved my bacon countless times. 
I still pay taxes in the US and would never give up my US passport. My roots are deep and my up[bringing ih small rtown USA a treasure. So sad to see so many of my fellow Americans hold onto the belief that a windfall pouring down from the wealthy will turn around their lives. 
Obama might not have gotten everything right but he had a sense of responsibility for the little guy that seems to be missing from this administration.",32,1,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 09:59:37,66,True,rixax,2.0
66,Missy,Missy,Trading was just halted  lol what you going to do now Trump? I would call Obama and ask what he would do  seriously do that right now.,60,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,1.0,2020-03-09 09:59:57,67,True,missy,1.0
67,JHM,JHM,And there is absolutely nothing Trump can do about it. That is the only thing I smile about  that this came at just the right time to shut him up -- he will have to now find something else to brag about.,22,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 09:59:57,68,True,jhm,2.0
68,MidtownATL,MidtownATL,Welcome to the Trump Slump.,29,1,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 10:01:33,69,True,midtownatl,2.0
69,Dave,Dave,Some people are calling this the TRUMP SLUMP. Now  I have not been one of these people calling it the TRUMP SLUMP but TRUMP SLUMPS and everywhere I look I keep hearing TRUMP SLUMP and these are very smart people. They are saying TRUMP SLUMP  I haven't been saying it but you read about these people who keep saying TRUMP SLUMP. And I am very good at seeing TRUMP SLUMP and I have the best people  okay?,50,1,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,0.0,2020-03-09 10:01:33,70,True,dave,0.0
70,Quandry,Quandry,"The greed and incompetence of this administration is without peer in our lifetime. 

 And further  its disdain for the average citizen is too.  It couldn't care less about any of us  except themselves.

Four more years would be insurmountable for what is left of our democracy.",24,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 10:01:34,71,True,quandry,2.0
71,jhanzel,jhanzel,"Well  this crash is Italy's fault.

The Fed needs to cut more.

BIG tax cut coming.

It's all China's fault.

We have millions of perfect tests.

See ... I could also be President.",228,3,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 10:01:36,72,True,jhanzel,2.0
72,mary shepard,mary,"As the old Chinese curse goes  ""May you live in interesting times.""

And for Trump  the old saying  ""Pride goeth before a fall.""",23,2,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 10:01:37,73,True,mary,1.0
73,R Mandl,R,"Trump should just give trillions in tax cuts to billionaires and corporations. That should solve everything.

Oh wait...",55,0,False,0,https://www.nytimes.com/2020/03/09/business/stock-market-today.html,1486,2.0,2020-03-09 10:02:09,74,True,r,2.0
